Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
95,None,vehicle,Strong Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: -0.017, Brake: 0.2","I need to slow down and prepare for a potential collision with the approaching vehicle in front of me. The GPS Route Instruction indicates a left turn ahead, but it's not yet time to execute that command as we're still some distance away from the intersection."
96,None,vehicle,Strong Acceleration,Gradual Deceleration / Position Adjustment,False,"Throttle: 0.5, Steer: -0.017 (maintain current steering angle), Brake: 0.2","I am currently on a trajectory to turn left as per the GPS Route Instruction, but I need to slow down and prepare for the upcoming intersection. There is another vehicle approaching from the front, requiring me to adjust my speed and position accordingly."
97,None,vehicle,Strong Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: -0.016, Brake: 0.2","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front at a relatively close distance. To maintain safety and avoid potential collision, I need to slow down and prepare for a possible stop or yield."
98,None,vehicle,Strong Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: -0.018, Brake: 0.2","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front at a relatively close distance. To maintain safety and avoid potential collision, I need to slow down and prepare for a possible stop or yield."
99,None,vehicle,Strong Acceleration,Gradual Deceleration / Position Adjustment,False,"Throttle: 0.5, Steer: -0.016 (maintaining current steering angle), Brake: 0.2","I am currently on a trajectory to turn left as per the GPS Route Instruction, but I need to slow down and prepare for the upcoming intersection. There is another vehicle approaching from the front, requiring me to adjust my speed and position accordingly."
100,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.5, Steer: -0.016, Brake: 0.2","I am currently on a trajectory to turn left as per the GPS Route Instruction, but I need to prioritize immediate safety due to an approaching vehicle in my path.
I will slow down to maintain a safe distance from the approaching vehicle and prepare for potential evasive maneuvers."
101,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.016, Brake: 0.0","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
102,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.016, Brake: 0.0","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
103,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.018, Brake: 0.0","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
104,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.4, Steer: -0.018, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
105,None,vehicle,Strong Acceleration,Yield / Slow Down,False,"Throttle: 0.3 (reduce speed), Steer: -0.017 (continue turning left), Brake: 0.0","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
106,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.017, Brake: 0.0","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
107,None,vehicle,Strong Acceleration,Yield / Slow Down,False,"Throttle: 0.3 (reduce speed), Steer: -0.017 (continue turning left), Brake: 0.0","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
108,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.01, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
109,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: 0.0, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
110,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.4, Steer: -0.01, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
111,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.01, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
112,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: 0.0, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
113,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: 0.0, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
114,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.1, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
115,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.1, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
116,None,vehicle,Strong Acceleration,Gradual Brake,False,"Throttle: 0.4, Steer: 0.0, Brake: 0.2","I am currently on a straight path heading south with a moderate speed, and there's an incoming vehicle ahead that requires me to slow down or yield. The GPS Route Instruction indicates a left turn is planned for the upcoming intersection, but it's not yet time to execute this command."
117,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.1, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
118,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.4, Steer: -0.1, Brake: 0.2","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
119,None,vehicle,Strong Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.3, Steer: -0.1, Brake: 0.0","I am currently heading south and need to turn left according to the GPS Route Instruction. However, there is a vehicle approaching from the front, requiring me to slow down or yield. The traffic light status is unknown, but it's not an immediate concern."
